id	label	model
532096	None	csebuetnlp/banglabert
541335	None	csebuetnlp/banglabert
555100	Political Hate	csebuetnlp/banglabert
248630	Profane	csebuetnlp/banglabert
755985	Abusive	csebuetnlp/banglabert
330068	Political Hate	csebuetnlp/banglabert
748877	None	csebuetnlp/banglabert
225802	None	csebuetnlp/banglabert
865982	None	csebuetnlp/banglabert
471207	None	csebuetnlp/banglabert
455365	None	csebuetnlp/banglabert
672031	None	csebuetnlp/banglabert
885735	None	csebuetnlp/banglabert
41893	Political Hate	csebuetnlp/banglabert
260881	None	csebuetnlp/banglabert
774654	None	csebuetnlp/banglabert
440552	None	csebuetnlp/banglabert
283397	None	csebuetnlp/banglabert
882150	None	csebuetnlp/banglabert
760852	None	csebuetnlp/banglabert
884094	None	csebuetnlp/banglabert
741510	None	csebuetnlp/banglabert
560164	Profane	csebuetnlp/banglabert
477574	None	csebuetnlp/banglabert
15942	None	csebuetnlp/banglabert
340456	None	csebuetnlp/banglabert
414341	None	csebuetnlp/banglabert
196955	None	csebuetnlp/banglabert
191208	Political Hate	csebuetnlp/banglabert
244900	Abusive	csebuetnlp/banglabert
125453	Political Hate	csebuetnlp/banglabert
330381	Abusive	csebuetnlp/banglabert
844322	Abusive	csebuetnlp/banglabert
742255	Abusive	csebuetnlp/banglabert
531576	None	csebuetnlp/banglabert
804997	None	csebuetnlp/banglabert
572040	Political Hate	csebuetnlp/banglabert
12508	None	csebuetnlp/banglabert
13692	Abusive	csebuetnlp/banglabert
431332	Abusive	csebuetnlp/banglabert
222805	Abusive	csebuetnlp/banglabert
575884	Abusive	csebuetnlp/banglabert
526093	None	csebuetnlp/banglabert
440877	None	csebuetnlp/banglabert
599709	None	csebuetnlp/banglabert
864563	None	csebuetnlp/banglabert
78839	Abusive	csebuetnlp/banglabert
111	Abusive	csebuetnlp/banglabert
95463	Abusive	csebuetnlp/banglabert
495836	None	csebuetnlp/banglabert
853192	Abusive	csebuetnlp/banglabert
645187	Abusive	csebuetnlp/banglabert
716428	Abusive	csebuetnlp/banglabert
70540	Abusive	csebuetnlp/banglabert
620335	None	csebuetnlp/banglabert
618922	None	csebuetnlp/banglabert
292521	None	csebuetnlp/banglabert
374329	None	csebuetnlp/banglabert
749851	None	csebuetnlp/banglabert
786718	None	csebuetnlp/banglabert
243476	Political Hate	csebuetnlp/banglabert
309574	Profane	csebuetnlp/banglabert
502189	Political Hate	csebuetnlp/banglabert
310058	None	csebuetnlp/banglabert
547459	Political Hate	csebuetnlp/banglabert
669697	None	csebuetnlp/banglabert
615307	None	csebuetnlp/banglabert
886670	None	csebuetnlp/banglabert
342705	None	csebuetnlp/banglabert
545877	Abusive	csebuetnlp/banglabert
463794	None	csebuetnlp/banglabert
796637	None	csebuetnlp/banglabert
468421	Abusive	csebuetnlp/banglabert
852941	None	csebuetnlp/banglabert
5937	Abusive	csebuetnlp/banglabert
848908	Political Hate	csebuetnlp/banglabert
935715	None	csebuetnlp/banglabert
635119	Abusive	csebuetnlp/banglabert
200107	Political Hate	csebuetnlp/banglabert
833350	None	csebuetnlp/banglabert
610487	Political Hate	csebuetnlp/banglabert
877527	None	csebuetnlp/banglabert
602480	None	csebuetnlp/banglabert
481722	None	csebuetnlp/banglabert
489986	Profane	csebuetnlp/banglabert
720093	Abusive	csebuetnlp/banglabert
924402	Abusive	csebuetnlp/banglabert
911276	Abusive	csebuetnlp/banglabert
696728	Abusive	csebuetnlp/banglabert
506533	Abusive	csebuetnlp/banglabert
878562	Abusive	csebuetnlp/banglabert
523281	None	csebuetnlp/banglabert
896755	None	csebuetnlp/banglabert
598409	Abusive	csebuetnlp/banglabert
831752	Abusive	csebuetnlp/banglabert
322711	Abusive	csebuetnlp/banglabert
61823	None	csebuetnlp/banglabert
811164	None	csebuetnlp/banglabert
549355	Profane	csebuetnlp/banglabert
829055	Abusive	csebuetnlp/banglabert
380227	None	csebuetnlp/banglabert
932515	None	csebuetnlp/banglabert
472535	None	csebuetnlp/banglabert
60136	None	csebuetnlp/banglabert
339636	Abusive	csebuetnlp/banglabert
575878	Abusive	csebuetnlp/banglabert
378299	None	csebuetnlp/banglabert
193320	None	csebuetnlp/banglabert
738016	None	csebuetnlp/banglabert
189787	None	csebuetnlp/banglabert
335516	Abusive	csebuetnlp/banglabert
283644	Political Hate	csebuetnlp/banglabert
244035	Abusive	csebuetnlp/banglabert
679551	Political Hate	csebuetnlp/banglabert
737260	None	csebuetnlp/banglabert
566789	Political Hate	csebuetnlp/banglabert
701258	Abusive	csebuetnlp/banglabert
78373	Abusive	csebuetnlp/banglabert
88648	None	csebuetnlp/banglabert
816345	Political Hate	csebuetnlp/banglabert
203094	Political Hate	csebuetnlp/banglabert
115932	None	csebuetnlp/banglabert
383904	None	csebuetnlp/banglabert
896076	None	csebuetnlp/banglabert
280078	Abusive	csebuetnlp/banglabert
853897	Abusive	csebuetnlp/banglabert
651831	Political Hate	csebuetnlp/banglabert
241704	Political Hate	csebuetnlp/banglabert
467218	None	csebuetnlp/banglabert
348851	Abusive	csebuetnlp/banglabert
39268	None	csebuetnlp/banglabert
195742	None	csebuetnlp/banglabert
624006	Political Hate	csebuetnlp/banglabert
821714	Abusive	csebuetnlp/banglabert
932881	None	csebuetnlp/banglabert
927697	Abusive	csebuetnlp/banglabert
561831	Political Hate	csebuetnlp/banglabert
147405	Abusive	csebuetnlp/banglabert
494714	None	csebuetnlp/banglabert
94452	None	csebuetnlp/banglabert
109748	Abusive	csebuetnlp/banglabert
178516	None	csebuetnlp/banglabert
523045	Abusive	csebuetnlp/banglabert
929718	Profane	csebuetnlp/banglabert
7512	None	csebuetnlp/banglabert
497912	None	csebuetnlp/banglabert
3934	Political Hate	csebuetnlp/banglabert
266354	Political Hate	csebuetnlp/banglabert
50344	None	csebuetnlp/banglabert
546395	None	csebuetnlp/banglabert
859986	Abusive	csebuetnlp/banglabert
95001	Profane	csebuetnlp/banglabert
228080	Abusive	csebuetnlp/banglabert
102582	Political Hate	csebuetnlp/banglabert
807409	None	csebuetnlp/banglabert
935706	Abusive	csebuetnlp/banglabert
385956	Political Hate	csebuetnlp/banglabert
876039	None	csebuetnlp/banglabert
157415	None	csebuetnlp/banglabert
205465	Profane	csebuetnlp/banglabert
615005	Political Hate	csebuetnlp/banglabert
240869	Abusive	csebuetnlp/banglabert
372994	Abusive	csebuetnlp/banglabert
444019	None	csebuetnlp/banglabert
472721	None	csebuetnlp/banglabert
901710	None	csebuetnlp/banglabert
123394	Profane	csebuetnlp/banglabert
758190	Political Hate	csebuetnlp/banglabert
828286	Profane	csebuetnlp/banglabert
107763	Abusive	csebuetnlp/banglabert
676389	Abusive	csebuetnlp/banglabert
923219	None	csebuetnlp/banglabert
886300	None	csebuetnlp/banglabert
41268	None	csebuetnlp/banglabert
452043	Abusive	csebuetnlp/banglabert
24785	None	csebuetnlp/banglabert
214082	Political Hate	csebuetnlp/banglabert
139162	Abusive	csebuetnlp/banglabert
760971	None	csebuetnlp/banglabert
12874	Abusive	csebuetnlp/banglabert
716891	None	csebuetnlp/banglabert
359727	Religious Hate	csebuetnlp/banglabert
114631	Political Hate	csebuetnlp/banglabert
801584	None	csebuetnlp/banglabert
634663	None	csebuetnlp/banglabert
62360	None	csebuetnlp/banglabert
48313	Abusive	csebuetnlp/banglabert
34938	None	csebuetnlp/banglabert
675816	None	csebuetnlp/banglabert
414879	None	csebuetnlp/banglabert
640288	None	csebuetnlp/banglabert
94822	Abusive	csebuetnlp/banglabert
166996	None	csebuetnlp/banglabert
120572	None	csebuetnlp/banglabert
111193	Abusive	csebuetnlp/banglabert
369225	None	csebuetnlp/banglabert
184411	Political Hate	csebuetnlp/banglabert
707555	None	csebuetnlp/banglabert
566720	Profane	csebuetnlp/banglabert
140176	None	csebuetnlp/banglabert
38817	None	csebuetnlp/banglabert
227515	Political Hate	csebuetnlp/banglabert
899295	None	csebuetnlp/banglabert
926615	Political Hate	csebuetnlp/banglabert
221727	None	csebuetnlp/banglabert
70567	Abusive	csebuetnlp/banglabert
465292	None	csebuetnlp/banglabert
769162	None	csebuetnlp/banglabert
848690	Profane	csebuetnlp/banglabert
119707	None	csebuetnlp/banglabert
931034	Abusive	csebuetnlp/banglabert
79612	None	csebuetnlp/banglabert
135661	Abusive	csebuetnlp/banglabert
738000	None	csebuetnlp/banglabert
35449	None	csebuetnlp/banglabert
763819	None	csebuetnlp/banglabert
53316	None	csebuetnlp/banglabert
466063	Profane	csebuetnlp/banglabert
348338	None	csebuetnlp/banglabert
934615	None	csebuetnlp/banglabert
834548	None	csebuetnlp/banglabert
180175	None	csebuetnlp/banglabert
228243	None	csebuetnlp/banglabert
826578	Religious Hate	csebuetnlp/banglabert
185010	Political Hate	csebuetnlp/banglabert
639126	Political Hate	csebuetnlp/banglabert
849059	Political Hate	csebuetnlp/banglabert
856980	Political Hate	csebuetnlp/banglabert
388739	Abusive	csebuetnlp/banglabert
835399	Profane	csebuetnlp/banglabert
765271	Abusive	csebuetnlp/banglabert
244804	None	csebuetnlp/banglabert
867962	None	csebuetnlp/banglabert
741333	Abusive	csebuetnlp/banglabert
249350	None	csebuetnlp/banglabert
713791	None	csebuetnlp/banglabert
306999	None	csebuetnlp/banglabert
28556	Political Hate	csebuetnlp/banglabert
74299	Abusive	csebuetnlp/banglabert
314054	Profane	csebuetnlp/banglabert
558703	None	csebuetnlp/banglabert
14963	Abusive	csebuetnlp/banglabert
422635	None	csebuetnlp/banglabert
470543	Profane	csebuetnlp/banglabert
570107	None	csebuetnlp/banglabert
729521	Profane	csebuetnlp/banglabert
567295	Political Hate	csebuetnlp/banglabert
44606	Political Hate	csebuetnlp/banglabert
561963	None	csebuetnlp/banglabert
630365	None	csebuetnlp/banglabert
903565	None	csebuetnlp/banglabert
738879	None	csebuetnlp/banglabert
390607	None	csebuetnlp/banglabert
692550	None	csebuetnlp/banglabert
55949	Abusive	csebuetnlp/banglabert
454064	None	csebuetnlp/banglabert
837235	None	csebuetnlp/banglabert
371918	None	csebuetnlp/banglabert
848781	Abusive	csebuetnlp/banglabert
912473	None	csebuetnlp/banglabert
469957	None	csebuetnlp/banglabert
110797	Abusive	csebuetnlp/banglabert
693434	Abusive	csebuetnlp/banglabert
78406	None	csebuetnlp/banglabert
46963	None	csebuetnlp/banglabert
57709	Profane	csebuetnlp/banglabert
789298	Abusive	csebuetnlp/banglabert
809835	None	csebuetnlp/banglabert
214396	Profane	csebuetnlp/banglabert
622943	None	csebuetnlp/banglabert
443407	None	csebuetnlp/banglabert
327587	Abusive	csebuetnlp/banglabert
437844	None	csebuetnlp/banglabert
221872	None	csebuetnlp/banglabert
336045	None	csebuetnlp/banglabert
375881	None	csebuetnlp/banglabert
430379	Abusive	csebuetnlp/banglabert
169430	None	csebuetnlp/banglabert
294172	None	csebuetnlp/banglabert
89541	None	csebuetnlp/banglabert
268632	Abusive	csebuetnlp/banglabert
805518	None	csebuetnlp/banglabert
566818	Political Hate	csebuetnlp/banglabert
607062	Abusive	csebuetnlp/banglabert
867573	None	csebuetnlp/banglabert
605692	Political Hate	csebuetnlp/banglabert
326477	Abusive	csebuetnlp/banglabert
509063	None	csebuetnlp/banglabert
232984	None	csebuetnlp/banglabert
153943	Political Hate	csebuetnlp/banglabert
689880	Political Hate	csebuetnlp/banglabert
319374	Political Hate	csebuetnlp/banglabert
742836	None	csebuetnlp/banglabert
238027	Political Hate	csebuetnlp/banglabert
293070	Abusive	csebuetnlp/banglabert
852509	Abusive	csebuetnlp/banglabert
113697	None	csebuetnlp/banglabert
404559	Political Hate	csebuetnlp/banglabert
367504	Abusive	csebuetnlp/banglabert
312455	Abusive	csebuetnlp/banglabert
95986	None	csebuetnlp/banglabert
250108	Abusive	csebuetnlp/banglabert
306720	Abusive	csebuetnlp/banglabert
827471	Abusive	csebuetnlp/banglabert
409654	Profane	csebuetnlp/banglabert
179580	None	csebuetnlp/banglabert
54157	Abusive	csebuetnlp/banglabert
565214	None	csebuetnlp/banglabert
157628	None	csebuetnlp/banglabert
524389	None	csebuetnlp/banglabert
625151	Political Hate	csebuetnlp/banglabert
41456	None	csebuetnlp/banglabert
809670	Profane	csebuetnlp/banglabert
470773	None	csebuetnlp/banglabert
139862	None	csebuetnlp/banglabert
526507	Abusive	csebuetnlp/banglabert
788998	None	csebuetnlp/banglabert
360237	None	csebuetnlp/banglabert
851562	None	csebuetnlp/banglabert
672289	Abusive	csebuetnlp/banglabert
748338	Abusive	csebuetnlp/banglabert
160373	Abusive	csebuetnlp/banglabert
722951	None	csebuetnlp/banglabert
57770	Religious Hate	csebuetnlp/banglabert
826087	None	csebuetnlp/banglabert
374588	Abusive	csebuetnlp/banglabert
410682	Political Hate	csebuetnlp/banglabert
772372	Abusive	csebuetnlp/banglabert
84041	Profane	csebuetnlp/banglabert
216995	Abusive	csebuetnlp/banglabert
463848	None	csebuetnlp/banglabert
478943	Abusive	csebuetnlp/banglabert
742536	None	csebuetnlp/banglabert
642569	Abusive	csebuetnlp/banglabert
178538	Political Hate	csebuetnlp/banglabert
489884	None	csebuetnlp/banglabert
656697	None	csebuetnlp/banglabert
309209	None	csebuetnlp/banglabert
887989	None	csebuetnlp/banglabert
660054	None	csebuetnlp/banglabert
210475	Abusive	csebuetnlp/banglabert
209867	Profane	csebuetnlp/banglabert
467547	None	csebuetnlp/banglabert
851586	Abusive	csebuetnlp/banglabert
14311	Abusive	csebuetnlp/banglabert
793203	Abusive	csebuetnlp/banglabert
123927	None	csebuetnlp/banglabert
717771	None	csebuetnlp/banglabert
584197	None	csebuetnlp/banglabert
79868	None	csebuetnlp/banglabert
516666	Abusive	csebuetnlp/banglabert
723962	None	csebuetnlp/banglabert
14579	Abusive	csebuetnlp/banglabert
257737	None	csebuetnlp/banglabert
540902	None	csebuetnlp/banglabert
508957	Abusive	csebuetnlp/banglabert
41334	Abusive	csebuetnlp/banglabert
465546	Abusive	csebuetnlp/banglabert
526152	None	csebuetnlp/banglabert
282038	Abusive	csebuetnlp/banglabert
911747	Profane	csebuetnlp/banglabert
709732	None	csebuetnlp/banglabert
151980	Abusive	csebuetnlp/banglabert
257257	Abusive	csebuetnlp/banglabert
843966	Abusive	csebuetnlp/banglabert
464017	Political Hate	csebuetnlp/banglabert
619782	None	csebuetnlp/banglabert
284724	None	csebuetnlp/banglabert
134346	None	csebuetnlp/banglabert
255352	None	csebuetnlp/banglabert
483319	None	csebuetnlp/banglabert
540781	None	csebuetnlp/banglabert
339456	None	csebuetnlp/banglabert
193515	None	csebuetnlp/banglabert
493695	Political Hate	csebuetnlp/banglabert
627681	None	csebuetnlp/banglabert
756726	Religious Hate	csebuetnlp/banglabert
405826	None	csebuetnlp/banglabert
815800	None	csebuetnlp/banglabert
774003	None	csebuetnlp/banglabert
928355	None	csebuetnlp/banglabert
105802	Abusive	csebuetnlp/banglabert
849930	None	csebuetnlp/banglabert
314150	Abusive	csebuetnlp/banglabert
118315	None	csebuetnlp/banglabert
594020	None	csebuetnlp/banglabert
930997	None	csebuetnlp/banglabert
878173	None	csebuetnlp/banglabert
745693	Abusive	csebuetnlp/banglabert
88560	None	csebuetnlp/banglabert
837331	Profane	csebuetnlp/banglabert
313856	Abusive	csebuetnlp/banglabert
721573	None	csebuetnlp/banglabert
885365	None	csebuetnlp/banglabert
548204	Political Hate	csebuetnlp/banglabert
377118	Abusive	csebuetnlp/banglabert
649908	None	csebuetnlp/banglabert
626634	None	csebuetnlp/banglabert
719540	None	csebuetnlp/banglabert
155405	None	csebuetnlp/banglabert
625156	Political Hate	csebuetnlp/banglabert
731578	Political Hate	csebuetnlp/banglabert
248789	None	csebuetnlp/banglabert
812915	None	csebuetnlp/banglabert
639994	Political Hate	csebuetnlp/banglabert
243292	None	csebuetnlp/banglabert
308220	None	csebuetnlp/banglabert
411431	None	csebuetnlp/banglabert
418309	Profane	csebuetnlp/banglabert
619262	None	csebuetnlp/banglabert
564804	Political Hate	csebuetnlp/banglabert
506045	Abusive	csebuetnlp/banglabert
81503	None	csebuetnlp/banglabert
268827	Abusive	csebuetnlp/banglabert
909369	None	csebuetnlp/banglabert
803096	None	csebuetnlp/banglabert
583923	None	csebuetnlp/banglabert
493493	Abusive	csebuetnlp/banglabert
890157	Abusive	csebuetnlp/banglabert
225488	Abusive	csebuetnlp/banglabert
291584	None	csebuetnlp/banglabert
7001	Abusive	csebuetnlp/banglabert
848619	None	csebuetnlp/banglabert
873544	None	csebuetnlp/banglabert
871485	None	csebuetnlp/banglabert
515296	None	csebuetnlp/banglabert
17928	Abusive	csebuetnlp/banglabert
799555	Profane	csebuetnlp/banglabert
906324	Political Hate	csebuetnlp/banglabert
416633	None	csebuetnlp/banglabert
936028	None	csebuetnlp/banglabert
938949	None	csebuetnlp/banglabert
120599	Political Hate	csebuetnlp/banglabert
743154	None	csebuetnlp/banglabert
588338	None	csebuetnlp/banglabert
278691	Abusive	csebuetnlp/banglabert
209557	None	csebuetnlp/banglabert
572974	Political Hate	csebuetnlp/banglabert
707146	None	csebuetnlp/banglabert
682574	None	csebuetnlp/banglabert
897946	None	csebuetnlp/banglabert
594930	Political Hate	csebuetnlp/banglabert
177580	None	csebuetnlp/banglabert
446305	Political Hate	csebuetnlp/banglabert
642522	None	csebuetnlp/banglabert
710229	None	csebuetnlp/banglabert
109650	Political Hate	csebuetnlp/banglabert
166059	None	csebuetnlp/banglabert
324766	Profane	csebuetnlp/banglabert
274593	Political Hate	csebuetnlp/banglabert
732149	None	csebuetnlp/banglabert
922697	None	csebuetnlp/banglabert
436440	None	csebuetnlp/banglabert
147243	None	csebuetnlp/banglabert
113041	None	csebuetnlp/banglabert
136214	None	csebuetnlp/banglabert
459985	None	csebuetnlp/banglabert
14811	None	csebuetnlp/banglabert
87990	Abusive	csebuetnlp/banglabert
888281	None	csebuetnlp/banglabert
142305	None	csebuetnlp/banglabert
40807	None	csebuetnlp/banglabert
379491	None	csebuetnlp/banglabert
748378	Abusive	csebuetnlp/banglabert
189272	Political Hate	csebuetnlp/banglabert
462995	Political Hate	csebuetnlp/banglabert
238640	Abusive	csebuetnlp/banglabert
624763	Political Hate	csebuetnlp/banglabert
132838	None	csebuetnlp/banglabert
936999	None	csebuetnlp/banglabert
478162	None	csebuetnlp/banglabert
836153	Abusive	csebuetnlp/banglabert
191692	Abusive	csebuetnlp/banglabert
144991	Abusive	csebuetnlp/banglabert
575280	Abusive	csebuetnlp/banglabert
767542	Abusive	csebuetnlp/banglabert
938392	Abusive	csebuetnlp/banglabert
625756	None	csebuetnlp/banglabert
591958	None	csebuetnlp/banglabert
777873	None	csebuetnlp/banglabert
382296	Abusive	csebuetnlp/banglabert
853958	Abusive	csebuetnlp/banglabert
689376	None	csebuetnlp/banglabert
667476	Abusive	csebuetnlp/banglabert
555124	None	csebuetnlp/banglabert
553769	Abusive	csebuetnlp/banglabert
779775	Abusive	csebuetnlp/banglabert
175226	None	csebuetnlp/banglabert
221245	Political Hate	csebuetnlp/banglabert
357659	None	csebuetnlp/banglabert
19345	None	csebuetnlp/banglabert
359530	Political Hate	csebuetnlp/banglabert
897931	None	csebuetnlp/banglabert
730685	None	csebuetnlp/banglabert
112406	Political Hate	csebuetnlp/banglabert
931965	None	csebuetnlp/banglabert
237018	None	csebuetnlp/banglabert
448776	None	csebuetnlp/banglabert
85034	Abusive	csebuetnlp/banglabert
311670	Abusive	csebuetnlp/banglabert
441297	Profane	csebuetnlp/banglabert
517000	None	csebuetnlp/banglabert
96319	Abusive	csebuetnlp/banglabert
418882	Abusive	csebuetnlp/banglabert
155075	None	csebuetnlp/banglabert
12231	Political Hate	csebuetnlp/banglabert
413056	Abusive	csebuetnlp/banglabert
907236	None	csebuetnlp/banglabert
604934	Political Hate	csebuetnlp/banglabert
838580	Abusive	csebuetnlp/banglabert
717687	None	csebuetnlp/banglabert
197189	Political Hate	csebuetnlp/banglabert
855820	Abusive	csebuetnlp/banglabert
182568	None	csebuetnlp/banglabert
320842	None	csebuetnlp/banglabert
879729	None	csebuetnlp/banglabert
14189	Political Hate	csebuetnlp/banglabert
740123	None	csebuetnlp/banglabert
286498	Profane	csebuetnlp/banglabert
453161	Abusive	csebuetnlp/banglabert
698304	None	csebuetnlp/banglabert
569119	None	csebuetnlp/banglabert
395594	None	csebuetnlp/banglabert
540215	None	csebuetnlp/banglabert
771499	None	csebuetnlp/banglabert
18282	None	csebuetnlp/banglabert
438340	Abusive	csebuetnlp/banglabert
750831	None	csebuetnlp/banglabert
422062	None	csebuetnlp/banglabert
252381	None	csebuetnlp/banglabert
128299	Profane	csebuetnlp/banglabert
82059	Political Hate	csebuetnlp/banglabert
440675	None	csebuetnlp/banglabert
303717	None	csebuetnlp/banglabert
799599	None	csebuetnlp/banglabert
460943	None	csebuetnlp/banglabert
385684	Religious Hate	csebuetnlp/banglabert
279316	None	csebuetnlp/banglabert
775008	Political Hate	csebuetnlp/banglabert
591611	None	csebuetnlp/banglabert
381277	None	csebuetnlp/banglabert
784997	None	csebuetnlp/banglabert
491267	None	csebuetnlp/banglabert
899392	Abusive	csebuetnlp/banglabert
12717	Abusive	csebuetnlp/banglabert
494312	None	csebuetnlp/banglabert
103228	Political Hate	csebuetnlp/banglabert
295335	None	csebuetnlp/banglabert
316645	None	csebuetnlp/banglabert
645657	Abusive	csebuetnlp/banglabert
205048	Political Hate	csebuetnlp/banglabert
169403	Religious Hate	csebuetnlp/banglabert
471808	None	csebuetnlp/banglabert
548377	Abusive	csebuetnlp/banglabert
574374	Political Hate	csebuetnlp/banglabert
376266	None	csebuetnlp/banglabert
137128	None	csebuetnlp/banglabert
84681	Abusive	csebuetnlp/banglabert
869682	None	csebuetnlp/banglabert
522322	Profane	csebuetnlp/banglabert
620454	None	csebuetnlp/banglabert
902649	None	csebuetnlp/banglabert
69156	None	csebuetnlp/banglabert
821418	None	csebuetnlp/banglabert
299047	Political Hate	csebuetnlp/banglabert
470685	None	csebuetnlp/banglabert
174808	Political Hate	csebuetnlp/banglabert
926452	Political Hate	csebuetnlp/banglabert
875164	None	csebuetnlp/banglabert
365347	Profane	csebuetnlp/banglabert
836477	Abusive	csebuetnlp/banglabert
905476	None	csebuetnlp/banglabert
936688	None	csebuetnlp/banglabert
560260	Political Hate	csebuetnlp/banglabert
412196	None	csebuetnlp/banglabert
520253	None	csebuetnlp/banglabert
2167	Abusive	csebuetnlp/banglabert
779149	Political Hate	csebuetnlp/banglabert
914749	None	csebuetnlp/banglabert
190492	Political Hate	csebuetnlp/banglabert
179549	None	csebuetnlp/banglabert
32044	Profane	csebuetnlp/banglabert
313219	None	csebuetnlp/banglabert
621571	Abusive	csebuetnlp/banglabert
937290	None	csebuetnlp/banglabert
308142	None	csebuetnlp/banglabert
815069	Abusive	csebuetnlp/banglabert
186811	Political Hate	csebuetnlp/banglabert
771777	Political Hate	csebuetnlp/banglabert
33082	None	csebuetnlp/banglabert
403175	Political Hate	csebuetnlp/banglabert
482237	None	csebuetnlp/banglabert
167408	Political Hate	csebuetnlp/banglabert
424508	Abusive	csebuetnlp/banglabert
466439	None	csebuetnlp/banglabert
804184	Religious Hate	csebuetnlp/banglabert
889384	None	csebuetnlp/banglabert
80815	Political Hate	csebuetnlp/banglabert
343649	Abusive	csebuetnlp/banglabert
358043	None	csebuetnlp/banglabert
612105	Political Hate	csebuetnlp/banglabert
62235	Abusive	csebuetnlp/banglabert
214701	None	csebuetnlp/banglabert
864286	Profane	csebuetnlp/banglabert
33526	None	csebuetnlp/banglabert
461360	None	csebuetnlp/banglabert
637121	Abusive	csebuetnlp/banglabert
539351	None	csebuetnlp/banglabert
442711	Profane	csebuetnlp/banglabert
854642	Abusive	csebuetnlp/banglabert
380082	None	csebuetnlp/banglabert
262039	None	csebuetnlp/banglabert
131765	None	csebuetnlp/banglabert
461120	None	csebuetnlp/banglabert
486207	Abusive	csebuetnlp/banglabert
585797	None	csebuetnlp/banglabert
347925	None	csebuetnlp/banglabert
149746	None	csebuetnlp/banglabert
648789	None	csebuetnlp/banglabert
827712	None	csebuetnlp/banglabert
289491	None	csebuetnlp/banglabert
114350	Abusive	csebuetnlp/banglabert
647470	Abusive	csebuetnlp/banglabert
628702	Abusive	csebuetnlp/banglabert
333078	Abusive	csebuetnlp/banglabert
194388	Political Hate	csebuetnlp/banglabert
403332	None	csebuetnlp/banglabert
261772	None	csebuetnlp/banglabert
562636	Political Hate	csebuetnlp/banglabert
497449	None	csebuetnlp/banglabert
578764	Political Hate	csebuetnlp/banglabert
843620	None	csebuetnlp/banglabert
152036	None	csebuetnlp/banglabert
406570	None	csebuetnlp/banglabert
288559	None	csebuetnlp/banglabert
483883	Political Hate	csebuetnlp/banglabert
913373	None	csebuetnlp/banglabert
927437	None	csebuetnlp/banglabert
269342	Abusive	csebuetnlp/banglabert
885094	None	csebuetnlp/banglabert
721480	None	csebuetnlp/banglabert
849005	Abusive	csebuetnlp/banglabert
498494	None	csebuetnlp/banglabert
476169	None	csebuetnlp/banglabert
450992	None	csebuetnlp/banglabert
237824	None	csebuetnlp/banglabert
616971	None	csebuetnlp/banglabert
503134	None	csebuetnlp/banglabert
300697	Abusive	csebuetnlp/banglabert
341752	None	csebuetnlp/banglabert
389232	None	csebuetnlp/banglabert
165711	None	csebuetnlp/banglabert
595882	Political Hate	csebuetnlp/banglabert
461321	None	csebuetnlp/banglabert
534246	None	csebuetnlp/banglabert
167959	None	csebuetnlp/banglabert
663255	Abusive	csebuetnlp/banglabert
491560	None	csebuetnlp/banglabert
759859	None	csebuetnlp/banglabert
933842	None	csebuetnlp/banglabert
447129	Abusive	csebuetnlp/banglabert
77357	None	csebuetnlp/banglabert
843342	None	csebuetnlp/banglabert
762831	None	csebuetnlp/banglabert
495779	Abusive	csebuetnlp/banglabert
110324	Political Hate	csebuetnlp/banglabert
748744	None	csebuetnlp/banglabert
267627	None	csebuetnlp/banglabert
28570	Profane	csebuetnlp/banglabert
114389	Abusive	csebuetnlp/banglabert
917265	Abusive	csebuetnlp/banglabert
861949	Abusive	csebuetnlp/banglabert
835845	None	csebuetnlp/banglabert
817301	Political Hate	csebuetnlp/banglabert
155697	None	csebuetnlp/banglabert
776060	None	csebuetnlp/banglabert
140203	Profane	csebuetnlp/banglabert
551159	None	csebuetnlp/banglabert
303964	None	csebuetnlp/banglabert
359310	None	csebuetnlp/banglabert
814630	None	csebuetnlp/banglabert
724406	None	csebuetnlp/banglabert
345485	None	csebuetnlp/banglabert
923533	Profane	csebuetnlp/banglabert
879480	Abusive	csebuetnlp/banglabert
29455	Abusive	csebuetnlp/banglabert
6905	Profane	csebuetnlp/banglabert
857239	None	csebuetnlp/banglabert
375203	None	csebuetnlp/banglabert
239594	None	csebuetnlp/banglabert
397239	Religious Hate	csebuetnlp/banglabert
927497	None	csebuetnlp/banglabert
448887	None	csebuetnlp/banglabert
196093	Political Hate	csebuetnlp/banglabert
707921	None	csebuetnlp/banglabert
141474	Political Hate	csebuetnlp/banglabert
244709	Abusive	csebuetnlp/banglabert
145485	None	csebuetnlp/banglabert
236687	None	csebuetnlp/banglabert
7891	Political Hate	csebuetnlp/banglabert
155340	None	csebuetnlp/banglabert
430072	None	csebuetnlp/banglabert
172675	None	csebuetnlp/banglabert
125198	Abusive	csebuetnlp/banglabert
53219	None	csebuetnlp/banglabert
741755	None	csebuetnlp/banglabert
527271	None	csebuetnlp/banglabert
452267	None	csebuetnlp/banglabert
760668	Political Hate	csebuetnlp/banglabert
618519	Abusive	csebuetnlp/banglabert
283486	None	csebuetnlp/banglabert
896974	Abusive	csebuetnlp/banglabert
391677	Abusive	csebuetnlp/banglabert
520670	None	csebuetnlp/banglabert
233592	Abusive	csebuetnlp/banglabert
755934	Profane	csebuetnlp/banglabert
384551	None	csebuetnlp/banglabert
589893	None	csebuetnlp/banglabert
